venue,year,doi,,,,,,,,,,
VAST,2012,10.1109/VAST.2012.6400557,,,,,,,,,,
VAST,2012,10.1109/VAST.2012.6400558,,,,,,,,,,
VAST,2012,10.1109/VAST.2012.6400559,,,,,,,,,,
VAST,2012,10.1109/VAST.2012.6400560,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.186,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.187,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.188,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.190,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.194,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.198,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.200,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.202,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.203,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.206,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.209,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.210,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.211,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.216,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.217,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.218,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.222,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.223,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.227,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.228,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.231,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.232,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.234,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.239,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.240,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.242,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.243,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.248,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.249,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.259,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.261,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.267,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.269,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.274,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.278,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.280,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.281,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.282,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.283,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.284,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.287,,,,,,,,,,
SciVis,2012,10.1109/TVCG.2012.292,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.119,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.120,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.122,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.124,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.130,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.134,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.137,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.140,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.145,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.149,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.150,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.151,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.153,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.154,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.155,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.160,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.163,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.166,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.170,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.173,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.179,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.182,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.183,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.184,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.187,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.191,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.192,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.196,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.209,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.210,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.214,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.225,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.227,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.230,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.231,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.232,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.233,,,,,,,,,,
InfoVis,2013,10.1109/TVCG.2013.234,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.121,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.123,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.126,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.127,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.128,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.129,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.131,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.133,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.135,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.138,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.139,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.141,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.142,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.143,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.144,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.147,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.148,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.152,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.156,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.158,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.159,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.161,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.169,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.172,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.174,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.177,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.180,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.189,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.208,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.215,,,,,,,,,,
SciVis,2013,10.1109/TVCG.2013.229,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.125,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.132,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.146,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.157,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.162,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.164,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.167,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.168,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.178,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.181,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.186,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.188,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.190,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.193,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.194,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.197,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.198,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.200,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.205,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.206,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.207,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.211,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.212,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.213,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.219,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.220,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.221,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.222,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.223,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.224,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.226,,,,,,,,,,
VAST,2013,10.1109/TVCG.2013.228,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346248,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346249,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346250,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346258,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346260,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346265,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346271,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346274,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346276,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346277,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346279,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346291,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346292,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346293,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346297,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346298,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346311,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346312,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346320,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346321,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346323,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346325,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346331,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346419,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346420,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346422,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346424,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346426,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346428,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346431,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346433,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346435,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346437,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346441,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346444,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346445,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346452,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346454,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346456,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346978,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346979,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346983,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346984,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2346998,,,,,,,,,,
InfoVis,2014,10.1109/TVCG.2014.2352953,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346317,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346318,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346319,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346322,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346324,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346332,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346333,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346351,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346352,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346371,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346403,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346404,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346405,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346406,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346411,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346412,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346415,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346416,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346418,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346423,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346425,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346432,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346434,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346442,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346446,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346447,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346448,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346449,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346451,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346455,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346457,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346458,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2346459,,,,,,,,,,
SciVis,2014,10.1109/TVCG.2014.2352952,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346481,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346482,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346572,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346573,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346574,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346575,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346578,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346591,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346594,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346626,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346660,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346665,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346677,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346682,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346743,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346744,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346746,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346747,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346751,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346752,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346753,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346754,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346755,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346893,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346898,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346911,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346912,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346913,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346919,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346920,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346922,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346926,,,,,,,,,,
VAST,2014,10.1109/TVCG.2014.2346930,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042476,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042477,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042478,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042479,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042480,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042481,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042482,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042483,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042484,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042485,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042486,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042487,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042488,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042489,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042490,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042491,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042492,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042493,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042494,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042495,,,,,,,,,,
VAST,2014,10.1109/VAST.2014.7042496,,,,,,,,,,
SciVis,2015,10.1109/SciVis.2015.7429485,,,,,,,,,,
SciVis,2015,10.1109/SciVis.2015.7429486,,,,,,,,,,
SciVis,2015,10.1109/SciVis.2015.7429487,,,,,,,,,,
SciVis,2015,10.1109/SciVis.2015.7429488,,,,,,,,,,
SciVis,2015,10.1109/SciVis.2015.7429489,,,,,,,,,,
SciVis,2015,10.1109/SciVis.2015.7429490,,,,,,,,,,
SciVis,2015,10.1109/SciVis.2015.7429491,,,,,,,,,,
SciVis,2015,10.1109/SciVis.2015.7429492,,,,,,,,,,
SciVis,2015,10.1109/SciVis.2015.7429493,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2466971,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2466992,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467035,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467051,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467091,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467112,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467132,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467191,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467195,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467199,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467201,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467251,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467271,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467321,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467322,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467323,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467324,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467325,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467451,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467452,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467471,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467671,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467691,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467717,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467732,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467751,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467752,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467754,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467758,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467759,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467811,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467831,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467851,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467872,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467911,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467951,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2467992,,,,,,,,,,
InfoVis,2015,10.1109/TVCG.2015.2469125,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2466838,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467031,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467153,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467194,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467198,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467200,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467202,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467203,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467204,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467291,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467292,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467293,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467294,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467331,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467411,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467412,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467413,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467431,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467432,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467433,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467434,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467435,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467436,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467441,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467449,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467952,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467958,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467961,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467962,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2467963,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2468031,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2468091,,,,,,,,,,
SciVis,2015,10.1109/TVCG.2015.2468093,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467196,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467531,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467551,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467552,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467553,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467554,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467555,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467591,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467592,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467611,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467612,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467613,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467615,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467618,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467619,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467620,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467621,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467622,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467733,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467757,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467771,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467813,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467871,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467931,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467954,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467971,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2467991,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2468011,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2468078,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2468111,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2468151,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2468291,,,,,,,,,,
VAST,2015,10.1109/TVCG.2015.2468292,,,,,,,,,,
VAST,2015,10.1109/VAST.2015.7347624,,,,,,,,,,
VAST,2015,10.1109/VAST.2015.7347625,,,,,,,,,,
VAST,2015,10.1109/VAST.2015.7347626,,,,,,,,,,
VAST,2015,10.1109/VAST.2015.7347627,,,,,,,,,,
VAST,2015,10.1109/VAST.2015.7347628,,,,,,,,,,
VAST,2015,10.1109/VAST.2015.7347629,,,,,,,,,,
VAST,2015,10.1109/VAST.2015.7347630,,,,,,,,,,
VAST,2015,10.1109/VAST.2015.7347631,,,,,,,,,,
VAST,2015,10.1109/VAST.2015.7347632,,,,,,,,,,
VAST,2015,10.1109/VAST.2015.7347633,,,,,,,,,,
VAST,2015,10.1109/VAST.2015.7347634,,,,,,,,,,
VAST,2015,10.1109/VAST.2015.7347635,,,,,,,,,,
VAST,2015,10.1109/VAST.2015.7347636,,,,,,,,,,
VAST,2015,10.1109/VAST.2015.7347637,,,,,,,,,,
InfoVis,2016,10.1109/TVCG.2016.2598496,,,,,,,,,,
InfoVis,2016,10.1109/TVCG.2016.2598498,,,,,,,,,,
